date,fuel,generation
2018-03-01,DFO,378281.996
2018-03-01,GEO,1366753.028
2018-03-01,HYC,25861354.08
2018-03-01,MLG,1568993.21
2018-03-01,NG,106794875.981
2018-03-01,NUC,67032656.0
2018-03-01,OOG,1159246.227
2018-03-01,ORW,253045.515
2018-03-01,OTH,1121916.558
2018-03-01,PC,642134.819
2018-03-01,RFO,398599.075
2018-03-01,SUN,5056238.317
2018-03-01,WND,26463703.91
2018-03-01,WOC,852228.761
2018-03-01,WOO,66931.506
2018-03-01,WWW,3547947.361
2018-04-01,COL,72837738.645
2018-04-01,DFO,410793.22
2018-04-01,GEO,1187936.636
2018-04-01,HYC,28116295.075
2018-04-01,MLG,1486653.971
2018-04-01,NG,98717028.977
2018-04-01,NUC,59143161.0
2018-04-01,OOG,1099295.931
2018-04-01,ORW,239282.906
2018-04-01,OTH,1040365.413
2018-04-01,PC,666151.634
2018-04-01,RFO,416523.655
2018-04-01,SUN,6056726.712
2018-04-01,WND,26430857.179
2018-04-01,WOC,549757.039
2018-04-01,WOO,59533.498
2018-04-01,WWW,3102348.968
2018-05-01,COL,84761190.537
2018-05-01,DFO,499244.18200000003
2018-05-01,GEO,1382620.25
2018-05-01,HYC,30445418.101
2018-05-01,MLG,1503267.597
2018-05-01,NG,115597517.33
2018-05-01,NUC,67326146.0
2018-05-01,OOG,1168230.28
2018-05-01,ORW,229532.864
2018-05-01,OTH,1082401.165
2018-05-01,PC,516507.574
2018-05-01,RFO,479476.562
2018-05-01,SUN,6849012.305
2018-05-01,WND,23953127.66
2018-05-01,WOC,484658.113
2018-05-01,WOO,73959.242
2018-05-01,WWW,3352012.407
2018-06-01,COL,100806564.952
2018-06-01,DFO,479041.932
2018-06-01,GEO,1299834.782
2018-06-01,HYC,27598504.107
2018-06-01,MLG,1517695.437
2018-06-01,NG,131114462.844
2018-06-01,NUC,69693983.0
2018-06-01,OOG,1092229.546
2018-06-01,ORW,203580.397
2018-06-01,OTH,1115070.018
2018-06-01,PC,834300.11
2018-06-01,RFO,529088.697
2018-06-01,SUN,7414667.008
2018-06-01,WND,24702855.923
2018-06-01,WOC,708530.888
2018-06-01,WOO,64635.047
2018-06-01,WWW,3470748.588
2018-07-01,COL,114545443.39
2018-07-01,DFO,391781.9
2018-07-01,GEO,1369611.295
2018-07-01,HYC,25100632.922
2018-07-01,MLG,1547712.446
2018-07-01,NG,165099439.648
2018-07-01,NUC,72456009.0
2018-07-01,OOG,1172351.101
2018-07-01,ORW,203616.069
2018-07-01,OTH,1122664.74
2018-07-01,PC,912557.517
2018-07-01,RFO,522126.86
2018-07-01,SUN,6754875.795
2018-07-01,WND,16446574.389
2018-07-01,WOC,838693.8539999999
